Case_N,Domain,Metric,Mean,STD
72,imaging,Exact_Match_P,1.0,0.0
72,systemic_therapy,TSR,38.25,30.548
72,systemic_therapy,Exact_Match_P,0.125,0.217
72,surgical_planning,TSR,62.889,37.223
72,surgical_planning,Exact_Match_P,0.556,0.416
73,tumor_biology,TSR,83.75,28.146
73,tumor_biology,Exact_Match_P,0.75,0.433
73,primary_tumor_status,TSR,43.75,33.304
73,primary_tumor_status,Exact_Match_P,0.25,0.433
73,liver_metastases,TSR,53.875,36.23
73,liver_metastases,Exact_Match_P,0.375,0.484
73,extrahepatic_disease,TSR,48.6,43.033
73,extrahepatic_disease,Exact_Match_P,0.4,0.49
73,imaging,TSR,100.0,0.0
73,imaging,Exact_Match_P,1.0,0.0
73,systemic_therapy,TSR,63.25,28.385
73,systemic_therapy,Exact_Match_P,0.375,0.415
73,surgical_planning,TSR,30.667,7.364
73,surgical_planning,Exact_Match_P,0.0,0.0
75,tumor_biology,TSR,57.5,43.804
75,tumor_biology,Exact_Match_P,0.5,0.5
75,primary_tumor_status,TSR,51.2,40.326
75,primary_tumor_status,Exact_Match_P,0.4,0.49
75,liver_metastases,TSR,73.75,33.889
75,liver_metastases,Exact_Match_P,0.625,0.484
75,extrahepatic_disease,TSR,100.0,0.0
75,extrahepatic_disease,Exact_Match_P,1.0,0.0
75,imaging,TSR,100.0,0.0
75,imaging,Exact_Match_P,1.0,0.0
75,systemic_therapy,TSR,93.5,6.837
75,systemic_therapy,Exact_Match_P,0.625,0.415
75,surgical_planning,TSR,25.0,18.708
75,surgical_planning,Exact_Match_P,0.0,0.0
