Case_N,Domain,Metric,Mean,STD
72,imaging,Exact_Match_P,1.0,0.0
72,systemic_therapy,TSR,52.125,36.801
72,systemic_therapy,Exact_Match_P,0.25,0.433
72,surgical_planning,TSR,100.0,0.0
72,surgical_planning,Exact_Match_P,1.0,0.0
73,tumor_biology,TSR,100.0,0.0
73,tumor_biology,Exact_Match_P,1.0,0.0
73,primary_tumor_status,TSR,43.25,33.492
73,primary_tumor_status,Exact_Match_P,0.25,0.433
73,liver_metastases,TSR,46.25,31.2
73,liver_metastases,Exact_Match_P,0.25,0.433
73,extrahepatic_disease,TSR,34.6,34.592
73,extrahepatic_disease,Exact_Match_P,0.2,0.4
73,imaging,TSR,100.0,0.0
73,imaging,Exact_Match_P,1.0,0.0
73,systemic_therapy,TSR,65.5,31.698
73,systemic_therapy,Exact_Match_P,0.375,0.415
73,surgical_planning,TSR,33.667,4.497
73,surgical_planning,Exact_Match_P,0.0,0.0
75,tumor_biology,TSR,40.75,36.561
75,tumor_biology,Exact_Match_P,0.25,0.433
75,primary_tumor_status,TSR,51.2,40.326
75,primary_tumor_status,Exact_Match_P,0.4,0.49
75,liver_metastases,TSR,91.25,23.15
75,liver_metastases,Exact_Match_P,0.875,0.331
75,extrahepatic_disease,TSR,100.0,0.0
75,extrahepatic_disease,Exact_Match_P,1.0,0.0
75,imaging,TSR,100.0,0.0
75,imaging,Exact_Match_P,1.0,0.0
75,systemic_therapy,TSR,79.375,23.784
75,systemic_therapy,Exact_Match_P,0.5,0.5
75,surgical_planning,TSR,30.0,0.0
75,surgical_planning,Exact_Match_P,0.0,0.0
