Case_N,Domain,Metric,Mean,STD
72,imaging,Exact_Match_P,0.667,0.471
72,systemic_therapy,TSR,45.0,33.121
72,systemic_therapy,Exact_Match_P,0.25,0.433
72,surgical_planning,TSR,70.667,41.484
72,surgical_planning,Exact_Match_P,0.667,0.471
73,tumor_biology,TSR,100.0,0.0
73,tumor_biology,Exact_Match_P,1.0,0.0
73,primary_tumor_status,TSR,78.25,37.672
73,primary_tumor_status,Exact_Match_P,0.75,0.433
73,liver_metastases,TSR,90.0,26.458
73,liver_metastases,Exact_Match_P,0.875,0.331
73,extrahepatic_disease,TSR,100.0,0.0
73,extrahepatic_disease,Exact_Match_P,1.0,0.0
73,imaging,TSR,100.0,0.0
73,imaging,Exact_Match_P,1.0,0.0
73,systemic_therapy,TSR,79.75,25.322
73,systemic_therapy,Exact_Match_P,0.625,0.415
73,surgical_planning,TSR,34.333,4.19
73,surgical_planning,Exact_Match_P,0.0,0.0
75,tumor_biology,TSR,58.25,43.35
75,tumor_biology,Exact_Match_P,0.5,0.5
75,primary_tumor_status,TSR,33.8,33.748
75,primary_tumor_status,Exact_Match_P,0.2,0.4
75,liver_metastases,TSR,91.25,23.15
75,liver_metastases,Exact_Match_P,0.875,0.331
75,extrahepatic_disease,TSR,100.0,0.0
75,extrahepatic_disease,Exact_Match_P,1.0,0.0
75,imaging,TSR,100.0,0.0
75,imaging,Exact_Match_P,1.0,0.0
75,systemic_therapy,TSR,76.625,32.656
75,systemic_therapy,Exact_Match_P,0.625,0.415
75,surgical_planning,TSR,22.0,15.748
75,surgical_planning,Exact_Match_P,0.0,0.0
