Case_N,Domain,Metric,Mean,STD
72,imaging,Exact_Match_P,1.0,0.0
72,systemic_therapy,TSR,34.625,24.442
72,systemic_therapy,Exact_Match_P,0.0,0.0
72,surgical_planning,TSR,100.0,0.0
72,surgical_planning,Exact_Match_P,1.0,0.0
73,tumor_biology,TSR,100.0,0.0
73,tumor_biology,Exact_Match_P,1.0,0.0
73,primary_tumor_status,TSR,100.0,0.0
73,primary_tumor_status,Exact_Match_P,1.0,0.0
73,liver_metastases,TSR,82.5,30.311
73,liver_metastases,Exact_Match_P,0.75,0.433
73,extrahepatic_disease,TSR,82.2,35.6
73,extrahepatic_disease,Exact_Match_P,0.8,0.4
73,imaging,TSR,100.0,0.0
73,imaging,Exact_Match_P,1.0,0.0
73,systemic_therapy,TSR,95.25,8.227
73,systemic_therapy,Exact_Match_P,0.875,0.217
73,surgical_planning,TSR,34.0,4.32
73,surgical_planning,Exact_Match_P,0.0,0.0
75,tumor_biology,TSR,54.5,45.943
75,tumor_biology,Exact_Match_P,0.5,0.5
75,primary_tumor_status,TSR,33.8,33.748
75,primary_tumor_status,Exact_Match_P,0.2,0.4
75,liver_metastases,TSR,82.5,30.311
75,liver_metastases,Exact_Match_P,0.625,0.484
75,extrahepatic_disease,TSR,100.0,0.0
75,extrahepatic_disease,Exact_Match_P,1.0,0.0
75,imaging,TSR,100.0,0.0
75,imaging,Exact_Match_P,0.889,0.157
75,systemic_therapy,TSR,79.375,23.784
75,systemic_therapy,Exact_Match_P,0.5,0.5
75,surgical_planning,TSR,29.0,13.491
75,surgical_planning,Exact_Match_P,0.0,0.0
